1,662
1,369
1,101
1,196
1,565
1,521
1,685
1,254
1,35
1,169
1,243
1,964
1,236
1,675
1,476
1,545
1,386
1,222
1,987
1,539
1,137
1,926
1,910
1,951
1,530
1,652
1,840
1,168
1,966
1,970
1,814
1,834
1,357
1,313
1,630
1,668
1,109
1,538
1,546
1,958
1,983
1,373
1,224
1,99
1,907
1,939
1,985
1,652
1,731
1,243
1,580
1,334
1,490
1,309
1,413
1,643
1,816
1,372
1,434
1,277
1,670
1,462
1,522
1,446
1,271
1,809
1,594
1,457
1,318
1,916
1,700
1,133
1,728
1,73
1,571
1,967
1,775
1,969
1,383
1,508
1,9
1,445
1,264
1,102
1,56
1,489
1,550
1,187
1,878
1,476
1,566
1,277
1,578
1,686
1,503
1,550
1,697
1,297
1,806
1,138
1,476
1,407
1,217
1,246
1,282
1,929
1,350
1,661
1,818
1,379
1,51
1,513
1,487
1,375
1,626
1,816
1,625
1,47
1,173
1,248
1,308
1,389
1,281
1,898
1,532
1,554
1,504
1,390
1,114
1,352
1,849
1,233
1,261
1,463
1,248
1,58
1,381
1,42
1,949
1,126
1,355
1,500
1,104
1,691
1,534
1,338
1,858
1,882
1,528
2,287
2,921
2,271
2,875
2,208
2,574
2,837
2,107
2,331
2,590
2,115
2,857
2,629
2,68
2,409
2,122
2,622
2,849
2,783
2,565
2,559
2,947
2,876
2,487
2,229
2,382
2,305
2,608
2,839
2,37
2,36
2,623
2,232
2,301
2,612
2,943
2,702
2,574
2,807
2,340
2,69
2,816
2,290
2,488
2,115
2,20
2,67
3,309
3,680
3,740
3,754
3,293
3,391
3,959
3,874
3,248
3,453
3,754
3,673
3,985
3,22
3,157
3,583
3,116
3,315
3,843
3,465
3,148
3,237
3,35
3,271
3,298
3,860
3,776
3,180
3,599
3,14
3,933
3,134
3,709
3,578
3,664
3,724
3,915
3,399
3,569
3,790
3,286
3,389
3,49
3,712
3,826
3,790
3,347
3,721
3,513
3,441
3,129
3,926
3,273
3,691
3,280
3,829
3,559
3,938
3,694
3,481
3,705
3,712
3,351
3,408
3,635
3,72
3,210
3,149
3,242
3,617
3,582
3,543
3,202
3,595
3,974
3,813
3,393
3,692
3,495
3,131
3,546
3,74
3,434
3,353
3,429
3,528
3,626
3,280
3,122
3,449
3,860
3,119
3,623
3,581
3,983
3,258
3,881
3,332
3,795
3,552
3,130
3,571
3,3
3,165
3,712
3,169
3,970
3,216
3,459
3,86
3,574
3,240
3,480
3,832
3,877
3,714
3,95
3,365
3,941
3,696
3,243
3,227
3,581
3,232
3,915
3,343
3,389
3,110
3,71
3,850
3,923
3,262
3,2
3,815
3,651
3,971
3,573
3,17
3,422
3,532
3,374
3,185
3,74
3,685
3,698
3,616
3,450
3,781
3,164
3,679
3,756
3,846
3,300
3,664
3,642
3,937
3,974
3,297
3,486
3,745
3,600
3,236
3,453
3,859
3,667
3,404
3,678
4,499
4,916
4,783
4,348
4,889
4,579
4,870
4,840
4,441
4,307
4,970
4,400
4,753
4,580
4,575
4,143
4,389
4,591
4,760
4,942
4,31
4,660
4,460
4,623
4,646
4,212
4,96
4,114
4,33
4,624
4,909
4,808
4,887
4,525
4,76
4,533
4,188
4,833
4,255
4,650
4,563
4,638
4,237
4,645
4,542
4,250
4,143
4,652
4,968
4,698
4,434
4,268
4,454
4,425
4,761
4,848
4,964
4,892
4,466
4,401
4,422
4,861
4,701
4,706
4,788
4,391
4,757
4,68
4,879
4,577
4,148
4,286
4,25
4,948
4,128
4,221
4,462
4,508
4,668
4,600
4,472
4,34
4,396
4,50
4,441
5,249
5,211
5,354
5,419
5,831
5,536
5,883
5,219
5,745
5,19
5,893
5,651
5,889
5,440
5,866
5,660
5,636
5,573
5,738
5,662
5,746
5,804
5,846
5,841
5,390
5,504
5,526
5,561
5,777
5,88
5,857
5,354
5,82
5,443
5,167
5,324
5,511
5,294
5,500
5,755
5,918
5,921
5,426
5,827
5,665
5,504
5,815
5,198
5,458
5,519
5,511
5,646
5,452
5,988
5,83
5,423
5,975
5,310
5,645
5,963
5,65
5,78
5,504
5,823
5,727
5,42
5,786
5,947
5,747
5,396
5,517
5,357
5,782
5,252
5,886
5,657
6,394
6,313
6,137
6,783
6,957
6,150
6,371
6,201
6,205
6,431
6,578
6,31
6,230
6,52
6,477
6,542
6,584
6,674
6,554
6,914
6,529
6,604
6,577
6,930
6,931
6,300
7,856
7,162
7,663
7,572
7,308
7,738
7,852
7,208
7,17
7,9
7,627
7,327
7,78
7,372
7,647
7,53
7,699
7,110
7,253
7,336
7,463
7,848
7,445
7,889
7,498
7,452
7,407
7,705
7,267
7,674
7,705
7,54
7,392
7,272
7,74
7,869
7,917
7,96
7,548
7,491
7,498
7,271
7,218
7,559
7,365
7,333
7,841
7,766
7,176
7,845
7,827
7,990
7,7
7,327
7,580
7,552
7,779
7,541
7,17
7,714
7,1000
7,819
7,830
7,460
7,140
7,96
7,63
7,969
7,616
7,568
7,448
7,14
7,776
7,1000
7,479
7,688
7,154
7,954
7,806
7,793
7,966
7,995
7,693
7,284
7,300
7,861
7,538
7,925
7,628
7,306
7,250
7,963
7,502
7,331
7,653
7,615
7,860
7,44
7,488
7,193
7,783
7,437
7,767
7,305
7,167
7,801
7,452
7,929
7,298
7,898
7,875
7,562
7,52
7,655
7,695
7,655
7,732
7,468
7,1
7,802
7,24
7,387
7,910
7,264
7,56
7,143
7,356
7,436
7,211
7,299
7,368
7,952
7,87
7,657
7,208
7,925
7,983
7,638
7,559
7,779
7,624
7,807
7,888
7,313
7,806
7,538
7,27
7,86
7,280
7,793
7,635
7,406
7,12
7,805
7,808
7,13
7,511
7,871
7,554
7,673
7,889
7,495
7,99
7,453
7,905
7,20
7,820
7,890
7,608
7,445
7,793
7,186
7,777
7,604
7,945
7,229
7,529
7,684
7,670
7,1
7,182
7,788
8,922
8,486
8,345
8,529
8,756
8,855
8,688
8,370
8,594
8,852
8,729
8,166
8,272
8,34
8,177
8,599
8,459
8,913
8,97
8,502
8,659
8,832
8,414
8,290
8,804
8,611
8,980
8,465
8,431
8,38
8,543
8,10
8,758
8,111
8,862
8,899
8,420
8,310
8,717
8,426
8,232
8,542
8,613
8,465
8,822
8,239
8,807
8,480
8,621
8,877
8,310
8,88
8,234
8,942
8,152
8,31
8,22
8,777
8,888
8,41
8,197
8,684
8,681
8,724
8,330
8,511
8,711
8,157
8,637
8,246
8,688
8,805
8,977
8,670
8,949
8,987
8,719
8,200
9,289
9,263
9,361
9,794
9,263
9,565
9,158
9,368
9,680
9,116
9,363
9,586
9,711
9,255
9,614
9,858
9,683
9,946
9,753
9,744
9,163
9,156
9,547
9,858
9,94
9,114
9,457
9,128
9,904
9,760
9,198
